fips_code,date,policy_type,start_stop
21000,2020-03-25,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
23000,2020-03-25,Gyms,True
48221,2020-03-25,ShelterInPlace,True
29019,2020-03-25,ShelterInPlace,True
48121,2020-03-25,ShelterInPlace,True
23000,2020-03-25,Non-essentialBusinesses,True
48139,2020-03-25,ShelterInPlace,True
51000,2020-03-25,Entertainment,True
19000,2020-03-25,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
49000,2020-03-25,AllowAudioOnlyTelehealth,True
55000,2020-03-25,Entertainment,True
20127,2020-03-25,ShelterInPlace,True
50000,2020-03-25,Entertainment,True
29177,2020-03-25,ShelterInPlace,True
31000,2020-03-25,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
18097,2020-03-25,ShelterInPlace,True
48143,2020-03-25,ShelterInPlace,True
16000,2020-03-25,Entertainment,True
42049,2020-03-25,ShelterInPlace,True
47000,2020-03-25,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
29175,2020-03-25,ShelterInPlace,True
50000,2020-03-25,ShelterInPlace,True
37000,2020-03-25,Gyms,True
18000,2020-03-25,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
04000,2020-03-25,AllowExpandMedicaidTelehealthCoverage,True
40000,2020-03-25,AllowAudioOnlyTelehealth,True
51000,2020-03-25,Gyms,True
49000,2020-03-25,SuspendedElectiveMedicalDentalProcedures,True
31177,2020-03-25,ShelterInPlace,True
48395,2020-03-25,ShelterInPlace,True
48157,2020-03-25,ShelterInPlace,True
48407,2020-03-25,ShelterInPlace,True
16000,2020-03-25,Gyms,True
15009,2020-03-25,ShelterInPlace,True
13115,2020-03-25,ShelterInPlace,True
51000,2020-03-25,Non-essentialBusinesses,True
37147,2020-03-25,ShelterInPlace,True
15000,2020-03-25,Non-essentialBusinesses,True
41000,2020-03-25,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
53000,2020-03-25,AllowAudioOnlyTelehealth,True
42077,2020-03-25,ShelterInPlace,True
55000,2020-03-25,Non-essentialBusinesses,True
20005,2020-03-25,ShelterInPlace,True
37000,2020-03-25,Entertainment,True
29000,2020-03-25,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
48331,2020-03-25,ShelterInPlace,True
51000,2020-03-25,SuspendedElectiveMedicalDentalProcedures,True
48427,2020-03-25,ShelterInPlace,True
51000,2020-03-25,FoodAndDrink,True
21000,2020-03-25,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
13087,2020-03-25,ShelterInPlace,True
23000,2020-03-25,Entertainment,True
78000,2020-03-25,ShelterInPlace,True
31155,2020-03-25,ShelterInPlace,True
20121,2020-03-25,ShelterInPlace,True
42095,2020-03-25,ShelterInPlace,True
11000,2020-03-25,Non-essentialBusinesses,True
20173,2020-03-25,ShelterInPlace,True
02230,2020-03-25,ShelterInPlace,True
53000,2020-03-25,AllowExpandMedicaidTelehealthCoverage,True
18000,2020-03-25,Entertainment,True
55000,2020-03-25,Gyms,True
48053,2020-03-25,ShelterInPlace,True
53000,2020-03-25,Non-essentialBusinesses,True
50000,2020-03-25,Non-essentialBusinesses,True
15000,2020-03-25,Gyms,True
18000,2020-03-25,Non-essentialBusinesses,True
48109,2020-03-25,ShelterInPlace,True
41000,2020-03-25,DayCare,True
04000,2020-03-25,AllowAudioOnlyTelehealth,True
16000,2020-03-25,FoodAndDrink,True
12073,2020-03-25,ShelterInPlace,True
31109,2020-03-25,ShelterInPlace,True
55000,2020-03-25,ShelterInPlace,True
44000,2020-03-25,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
16000,2020-03-25,ShelterInPlace,True
48257,2020-03-25,ShelterInPlace,True
16000,2020-03-25,Non-essentialBusinesses,True
48061,2020-03-25,ShelterInPlace,True
13067,2020-03-25,ShelterInPlace,True
29043,2020-03-26,ShelterInPlace,True
48355,2020-03-26,ShelterInPlace,True
39000,2020-03-26,DayCare,True
08001,2020-03-26,ShelterInPlace,False
37119,2020-03-26,ShelterInPlace,True
19000,2020-03-26,Non-essentialBusinesses,True
36000,2020-03-26,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
20177,2020-03-26,ShelterInPlace,True
08014,2020-03-26,ShelterInPlace,False
29077,2020-03-26,ShelterInPlace,True
13097,2020-03-26,ShelterInPlace,True
37025,2020-03-26,ShelterInPlace,True
48209,2020-03-26,ShelterInPlace,True
48183,2020-03-26,ShelterInPlace,True
21000,2020-03-26,ShelterInPlace,True
12103,2020-03-26,ShelterInPlace,True
29157,2020-03-26,ShelterInPlace,True
48489,2020-03-26,ShelterInPlace,True
12097,2020-03-26,ShelterInPlace,True
08001,2020-03-26,ShelterInPlace,True
21000,2020-03-26,Non-essentialBusinesses,True
08059,2020-03-26,ShelterInPlace,True
16000,2020-03-26,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
08000,2020-03-26,Non-essentialBusinesses,True
20031,2020-03-26,ShelterInPlace,True
48039,2020-03-26,ShelterInPlace,True
20111,2020-03-26,ShelterInPlace,True
25000,2020-03-26,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
08013,2020-03-26,ShelterInPlace,True
15000,2020-03-26,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
08035,2020-03-26,ShelterInPlace,False
48337,2020-03-26,ShelterInPlace,True
48000,2020-03-26,OrderFreezingUtilityShutOffs,True
08005,2020-03-26,ShelterInPlace,False
19000,2020-03-26,AllowAudioOnlyTelehealth,True
08000,2020-03-26,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
08005,2020-03-26,ShelterInPlace,True
29000,2020-03-26,AllowAudioOnlyTelehealth,True
08013,2020-03-26,ShelterInPlace,False
48215,2020-03-26,ShelterInPlace,True
08014,2020-03-26,ShelterInPlace,True
08059,2020-03-26,ShelterInPlace,False
13057,2020-03-26,ShelterInPlace,True
54000,2020-03-26,DayCare,True
08069,2020-03-26,ShelterInPlace,True
24000,2020-03-26,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
08035,2020-03-26,ShelterInPlace,True
29225,2020-03-26,ShelterInPlace,True
12095,2020-03-26,ShelterInPlace,True
08000,2020-03-26,ShelterInPlace,True
20043,2020-03-26,ShelterInPlace,True
29049,2020-03-26,ShelterInPlace,True
48339,2020-03-27,ShelterInPlace,True
48037,2020-03-27,ShelterInPlace,True
37071,2020-03-27,ShelterInPlace,True
06000,2020-03-27,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
27000,2020-03-27,ShelterInPlace,True
13015,2020-03-27,ShelterInPlace,True
42103,2020-03-27,ShelterInPlace,True
42133,2020-03-27,ShelterInPlace,True
12011,2020-03-27,ShelterInPlace,True
19000,2020-03-27,OrderFreezingUtilityShutOffs,True
48273,2020-03-27,ShelterInPlace,True
06009,2020-03-27,ShelterInPlace,True
56000,2020-03-27,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
48131,2020-03-27,ShelterInPlace,True
42000,2020-03-27,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
45089,2020-03-27,ShelterInPlace,True
42071,2020-03-27,ShelterInPlace,True
33000,2020-03-27,ShelterInPlace,True
29025,2020-03-27,ShelterInPlace,True
37067,2020-03-27,ShelterInPlace,True
33000,2020-03-27,Gyms,True
48199,2020-03-27,ShelterInPlace,True
37135,2020-03-27,ShelterInPlace,True
35000,2020-03-27,SuspendedElectiveMedicalDentalProcedures,True
42129,2020-03-27,ShelterInPlace,True
27000,2020-03-27,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
49043,2020-03-27,ShelterInPlace,True
49000,2020-03-27,ShelterInPlace,True
09000,2020-03-27,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
37081,2020-03-27,ShelterInPlace,True
42069,2020-03-27,ShelterInPlace,True
48423,2020-03-27,ShelterInPlace,True
37021,2020-03-27,ShelterInPlace,True
42011,2020-03-27,ShelterInPlace,True
48373,2020-03-27,ShelterInPlace,True
42019,2020-03-27,ShelterInPlace,True
19000,2020-03-27,SuspendedElectiveMedicalDentalProcedures,True
20191,2020-03-27,ShelterInPlace,True
48415,2020-03-27,ShelterInPlace,True
55000,2020-03-27,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
10000,2020-03-27,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
20113,2020-03-27,ShelterInPlace,True
42079,2020-03-27,ShelterInPlace,True
48251,2020-03-27,ShelterInPlace,True
48049,2020-03-27,ShelterInPlace,True
55000,2020-03-27,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
12039,2020-03-27,ShelterInPlace,True
48245,2020-03-27,ShelterInPlace,True
12057,2020-03-27,ShelterInPlace,True
48249,2020-03-27,ShelterInPlace,True
12011,2020-03-27,ShelterInPlace,False
42127,2020-03-27,ShelterInPlace,True
34000,2020-03-27,SuspendedElectiveMedicalDentalProcedures,True
42125,2020-03-28,ShelterInPlace,True
44000,2020-03-28,ShelterInPlace,True
27000,2020-03-28,Non-essentialBusinesses,True
20017,2020-03-28,ShelterInPlace,True
31143,2020-03-28,ShelterInPlace,True
30000,2020-03-28,Non-essentialBusinesses,True
31159,2020-03-28,ShelterInPlace,True
20139,2020-03-28,ShelterInPlace,True
20087,2020-03-28,ShelterInPlace,True
31081,2020-03-28,ShelterInPlace,True
26000,2020-03-28,OrderFreezingUtilityShutOffs,True
01000,2020-03-28,Entertainment,True
31121,2020-03-28,ShelterInPlace,True
48025,2020-03-28,ShelterInPlace,True
48007,2020-03-28,ShelterInPlace,True
01000,2020-03-28,Gyms,True
01000,2020-03-28,Non-essentialBusinesses,True
02000,2020-03-28,ShelterInPlace,True
31079,2020-03-28,ShelterInPlace,True
31023,2020-03-28,ShelterInPlace,True
02000,2020-03-28,Non-essentialBusinesses,True
48457,2020-03-28,ShelterInPlace,True
37161,2020-03-28,ShelterInPlace,True
33000,2020-03-28,Non-essentialBusinesses,True
13135,2020-03-28,ShelterInPlace,True
48433,2020-03-28,ShelterInPlace,True
48479,2020-03-28,ShelterInPlace,True
29051,2020-03-28,ShelterInPlace,True
42027,2020-03-28,ShelterInPlace,True
42000,2020-03-28,ShelterInPlace,True
27000,2020-03-28,AllowExpandMedicaidTelehealthCoverage,True
30000,2020-03-28,ShelterInPlace,True
37089,2020-03-28,ShelterInPlace,True
20163,2020-03-28,ShelterInPlace,True
33000,2020-03-28,Entertainment,True
20061,2020-03-28,ShelterInPlace,True
48241,2020-03-28,ShelterInPlace,True
31185,2020-03-28,ShelterInPlace,True
42007,2020-03-28,ShelterInPlace,True
13089,2020-03-28,ShelterInPlace,True
29113,2020-03-29,ShelterInPlace,True
32000,2020-03-29,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
37063,2020-03-29,ShelterInPlace,True
20161,2020-03-29,ShelterInPlace,True
31039,2020-03-29,ShelterInPlace,True
31021,2020-03-29,ShelterInPlace,True
31117,2020-03-29,ShelterInPlace,True
06073,2020-03-29,ShelterInPlace,True
31167,2020-03-29,ShelterInPlace,True
29041,2020-03-30,ShelterInPlace,True
48005,2020-03-30,ShelterInPlace,True
48313,2020-03-30,ShelterInPlace,True
48000,2020-03-30,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
48347,2020-03-30,ShelterInPlace,True
51000,2020-03-30,ShelterInPlace,True
48375,2020-03-30,ShelterInPlace,True
42043,2020-03-30,ShelterInPlace,True
31007,2020-03-30,ShelterInPlace,True
12099,2020-03-30,ShelterInPlace,True
42107,2020-03-30,ShelterInPlace,True
12087,2020-03-30,ShelterInPlace,True
20169,2020-03-30,ShelterInPlace,True
48405,2020-03-30,ShelterInPlace,True
30000,2020-03-30,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
24000,2020-03-30,DayCare,True
31045,2020-03-30,ShelterInPlace,True
48351,2020-03-30,ShelterInPlace,True
15000,2020-03-30,AllowExpandMedicaidTelehealthCoverage,True
50000,2020-03-30,AllowExpandMedicaidTelehealthCoverage,True
47000,2020-03-30,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
48299,2020-03-30,ShelterInPlace,True
31157,2020-03-30,ShelterInPlace,True
48409,2020-03-30,ShelterInPlace,True
31165,2020-03-30,ShelterInPlace,True
42041,2020-03-30,ShelterInPlace,True
31123,2020-03-30,ShelterInPlace,True
29013,2020-03-30,ShelterInPlace,True
50000,2020-03-30,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
24000,2020-03-30,ShelterInPlace,True
29081,2020-03-30,ShelterInPlace,True
12086,2020-03-30,ShelterInPlace,True
54000,2020-03-30,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
31105,2020-03-30,ShelterInPlace,True
20000,2020-03-30,Entertainment,True
20155,2020-03-30,ShelterInPlace,True
30000,2020-03-30,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
48419,2020-03-30,ShelterInPlace,True
45000,2020-03-30,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
20000,2020-03-30,FoodAndDrink,True
18000,2020-03-30,AllowAudioOnlyTelehealth,True
31049,2020-03-30,ShelterInPlace,True
37000,2020-03-30,ShelterInPlace,True
18000,2020-03-30,AllowExpandMedicaidTelehealthCoverage,True
31033,2020-03-30,ShelterInPlace,True
30000,2020-03-30,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
06000,2020-03-30,AllowAudioOnlyTelehealth,True
31069,2020-03-30,ShelterInPlace,True
31161,2020-03-30,ShelterInPlace,True
48289,2020-03-30,ShelterInPlace,True
48485,2020-03-30,ShelterInPlace,True
37000,2020-03-30,Non-essentialBusinesses,True
20000,2020-03-30,ShelterInPlace,True
42025,2020-03-30,ShelterInPlace,True
04000,2020-03-30,Non-essentialBusinesses,True
20000,2020-03-30,Non-essentialBusinesses,True
49035,2020-03-30,ShelterInPlace,True
31075,2020-03-30,ShelterInPlace,True
48163,2020-03-30,ShelterInPlace,True
31013,2020-03-30,ShelterInPlace,True
20000,2020-03-30,Gyms,True
44000,2020-03-30,Non-essentialBusinesses,True
28075,2020-03-31,ShelterInPlace,True
48377,2020-03-31,ShelterInPlace,True
42075,2020-03-31,ShelterInPlace,True
42073,2020-03-31,ShelterInPlace,True
29073,2020-03-31,ShelterInPlace,True
42055,2020-03-31,ShelterInPlace,True
48455,2020-03-31,ShelterInPlace,True
31035,2020-03-31,ShelterInPlace,True
31181,2020-03-31,ShelterInPlace,True
48000,2020-03-31,Entertainment,True
42039,2020-03-31,ShelterInPlace,True
31001,2020-03-31,ShelterInPlace,True
47000,2020-03-31,OrderFreezingUtilityShutOffs,True
48261,2020-03-31,ShelterInPlace,True
48403,2020-03-31,ShelterInPlace,True
42111,2020-03-31,ShelterInPlace,True
12119,2020-03-31,ShelterInPlace,True
48315,2020-03-31,ShelterInPlace,True
48441,2020-03-31,ShelterInPlace,True
31099,2020-03-31,ShelterInPlace,True
31019,2020-03-31,ShelterInPlace,True
48055,2020-03-31,ShelterInPlace,True
02020,2020-03-31,ShelterInPlace,False
31047,2020-03-31,ShelterInPlace,True
48000,2020-03-31,ShelterInPlace,True
48000,2020-03-31,Non-essentialBusinesses,True
29107,2020-03-31,ShelterInPlace,True
48323,2020-03-31,ShelterInPlace,True
31083,2020-03-31,ShelterInPlace,True
48219,2020-03-31,ShelterInPlace,True
42023,2020-03-31,ShelterInPlace,True
48189,2020-03-31,ShelterInPlace,True
31129,2020-03-31,ShelterInPlace,True
04000,2020-03-31,ShelterInPlace,True
48243,2020-03-31,ShelterInPlace,True
48117,2020-03-31,ShelterInPlace,True
48043,2020-03-31,ShelterInPlace,True
31073,2020-03-31,ShelterInPlace,True
06031,2020-03-31,ShelterInPlace,True
31137,2020-03-31,ShelterInPlace,True
31061,2020-03-31,ShelterInPlace,True
48203,2020-03-31,ShelterInPlace,True
48085,2020-03-31,ShelterInPlace,False
42053,2020-03-31,ShelterInPlace,True
48365,2020-04-01,ShelterInPlace,True
13121,2020-04-01,Non-essentialBusinesses,True
31119,2020-04-01,ShelterInPlace,True
24000,2020-04-01,AllowAudioOnlyTelehealth,True
31005,2020-04-01,ShelterInPlace,True
40000,2020-04-01,Non-essentialBusinesses,True
54000,2020-04-01,SuspendedElectiveMedicalDentalProcedures,True
47000,2020-04-01,Non-essentialBusinesses,True
31031,2020-04-01,ShelterInPlace,True
32000,2020-04-01,ShelterInPlace,True
31139,2020-04-01,ShelterInPlace,True
13000,2020-04-01,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
48391,2020-04-01,ShelterInPlace,True
28000,2020-04-01,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
48281,2020-04-01,ShelterInPlace,True
47125,2020-04-01,ShelterInPlace,True
31171,2020-04-01,ShelterInPlace,True
08000,2020-04-01,AllowAudioOnlyTelehealth,True
24000,2020-04-01,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
31091,2020-04-01,ShelterInPlace,True
49051,2020-04-01,ShelterInPlace,True
20000,2020-04-01,AllowExpandMedicaidTelehealthCoverage,True
41000,2020-04-01,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
21000,2020-04-01,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
13121,2020-04-01,OutdoorAndRecreation,True
31017,2020-04-01,ShelterInPlace,True
49011,2020-04-01,ShelterInPlace,True
45000,2020-04-01,Non-essentialBusinesses,True
31113,2020-04-01,ShelterInPlace,True
31003,2020-04-01,ShelterInPlace,True
31015,2020-04-01,ShelterInPlace,True
29055,2020-04-01,ShelterInPlace,True
48503,2020-04-01,ShelterInPlace,True
11000,2020-04-01,ShelterInPlace,True
31089,2020-04-01,ShelterInPlace,True
48499,2020-04-01,ShelterInPlace,True
31107,2020-04-01,ShelterInPlace,True
29101,2020-04-01,ShelterInPlace,True
49000,2020-04-01,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
45000,2020-04-01,Entertainment,True
49000,2020-04-01,NursingHomes,True
48505,2020-04-01,ShelterInPlace,True
13121,2020-04-01,PersonalCare,True
13121,2020-04-01,Entertainment,True
13121,2020-04-01,Manufacturing,True
13121,2020-04-01,FoodAndDrink,True
40000,2020-04-01,Gyms,True
40000,2020-04-01,FoodAndDrink,True
40000,2020-04-01,Entertainment,True
06025,2020-04-01,ShelterInPlace,True
31111,2020-04-01,ShelterInPlace,True
31103,2020-04-01,ShelterInPlace,True
13121,2020-04-01,Childcare(k-12),True
13121,2020-04-01,ShelterInPlace,True
13063,2020-04-01,ShelterInPlace,True
31149,2020-04-01,ShelterInPlace,True
45000,2020-04-01,Gyms,True
05000,2020-04-02,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
02000,2020-04-02,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
06099,2020-04-02,ShelterInPlace,True
12000,2020-04-02,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
48469,2020-04-02,ShelterInPlace,True
48297,2020-04-02,ShelterInPlace,True
48293,2020-04-02,ShelterInPlace,True
23000,2020-04-02,Childcare(k-12),True
19000,2020-04-02,ShelterInPlace,True
48067,2020-04-02,ShelterInPlace,True
48001,2020-04-02,ShelterInPlace,True
12000,2020-04-02,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
48179,2020-04-02,ShelterInPlace,True
31000,2020-04-02,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
47000,2020-04-02,ShelterInPlace,True
48053,2020-04-02,ShelterInPlace,False
48337,2020-04-02,ShelterInPlace,False
48321,2020-04-02,ShelterInPlace,True
19000,2020-04-02,Childcare(k-12),True
48371,2020-04-02,ShelterInPlace,True
29057,2020-04-02,ShelterInPlace,True
23000,2020-04-02,ShelterInPlace,True
29169,2020-04-02,ShelterInPlace,True
48353,2020-04-02,ShelterInPlace,True
31000,2020-04-03,Entertainment,True
48049,2020-04-03,ShelterInPlace,False
31131,2020-04-03,ShelterInPlace,True
29115,2020-04-03,ShelterInPlace,True
13000,2020-04-03,NursingHomes,True
31179,2020-04-03,ShelterInPlace,True
31097,2020-04-03,ShelterInPlace,True
31087,2020-04-03,ShelterInPlace,True
31000,2020-04-03,FoodAndDrink,True
48187,2020-04-03,ShelterInPlace,True
31085,2020-04-03,ShelterInPlace,True
29000,2020-04-03,Entertainment,True
31135,2020-04-03,ShelterInPlace,True
11000,2020-04-03,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
31147,2020-04-03,ShelterInPlace,True
31125,2020-04-03,ShelterInPlace,True
01000,2020-04-03,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
31027,2020-04-03,ShelterInPlace,True
31093,2020-04-03,ShelterInPlace,True
31067,2020-04-03,ShelterInPlace,True
09000,2020-04-03,MandateFaceMaskUseByAllIndividualsInPublicFacingBusinesses,True
31095,2020-04-03,ShelterInPlace,True
31151,2020-04-03,ShelterInPlace,True
31041,2020-04-03,ShelterInPlace,True
29207,2020-04-03,ShelterInPlace,True
13000,2020-04-03,Entertainment,True
48091,2020-04-03,ShelterInPlace,True
31175,2020-04-03,ShelterInPlace,True
31037,2020-04-03,ShelterInPlace,True
29000,2020-04-03,Non-essentialBusinesses,True
31169,2020-04-03,ShelterInPlace,True
48445,2020-04-03,ShelterInPlace,True
31043,2020-04-03,ShelterInPlace,True
31000,2020-04-03,Childcare(k-12),True
31057,2020-04-03,ShelterInPlace,True
29000,2020-04-03,Gyms,True
31063,2020-04-03,ShelterInPlace,True
31071,2020-04-03,ShelterInPlace,True
31011,2020-04-03,ShelterInPlace,True
31145,2020-04-03,ShelterInPlace,True
28149,2020-04-03,ShelterInPlace,True
31000,2020-04-03,Gyms,True
48057,2020-04-03,ShelterInPlace,True
13000,2020-04-03,ShelterInPlace,True
31077,2020-04-03,ShelterInPlace,True
31059,2020-04-03,ShelterInPlace,True
31029,2020-04-03,ShelterInPlace,True
31000,2020-04-03,SuspendedElectiveMedicalDentalProcedures,True
31141,2020-04-03,ShelterInPlace,True
12000,2020-04-03,ShelterInPlace,True
28000,2020-04-03,ShelterInPlace,True
31163,2020-04-03,ShelterInPlace,True
28000,2020-04-03,Non-essentialBusinesses,True
13000,2020-04-03,FoodAndDrink,True
31127,2020-04-03,ShelterInPlace,True
29217,2020-04-03,ShelterInPlace,True
31173,2020-04-03,ShelterInPlace,True
31009,2020-04-03,ShelterInPlace,True
13000,2020-04-03,Gyms,True
31051,2020-04-03,ShelterInPlace,True
31183,2020-04-03,ShelterInPlace,True
29187,2020-04-03,ShelterInPlace,True
31115,2020-04-03,ShelterInPlace,True
31065,2020-04-03,ShelterInPlace,True
05000,2020-04-03,SuspendedElectiveMedicalDentalProcedures,True
31101,2020-04-03,ShelterInPlace,True
29151,2020-04-03,ShelterInPlace,True
31133,2020-04-03,ShelterInPlace,True
48003,2020-04-04,ShelterInPlace,True
01000,2020-04-04,ShelterInPlace,True
06065,2020-04-04,ShelterInPlace,True
12111,2020-04-04,ShelterInPlace,True
29201,2020-04-04,ShelterInPlace,True
05000,2020-04-04,Non-essentialBusinesses,True
24000,2020-04-05,NursingHomes,True
54003,2020-04-05,ShelterInPlace,True
29163,2020-04-05,ShelterInPlace,True
48283,2020-04-06,ShelterInPlace,True
29119,2020-04-06,ShelterInPlace,True
13185,2020-04-06,ShelterInPlace,False
26000,2020-04-06,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
54037,2020-04-06,ShelterInPlace,True
48253,2020-04-06,ShelterInPlace,True
29093,2020-04-06,ShelterInPlace,True
48223,2020-04-06,ShelterInPlace,True
29045,2020-04-06,ShelterInPlace,True
42049,2020-04-06,ShelterInPlace,False
48031,2020-04-06,ShelterInPlace,True
29000,2020-04-06,ShelterInPlace,True
48437,2020-04-06,ShelterInPlace,True
16000,2020-04-06,AllowAudioOnlyTelehealth,True
11000,2020-04-06,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
38000,2020-04-06,NursingHomes,True
10000,2020-04-06,DayCare,True
48163,2020-04-06,ShelterInPlace,False
29113,2020-04-06,ShelterInPlace,False
29000,2020-04-06,NursingHomes,True
13095,2020-04-07,ShelterInPlace,False
48213,2020-04-07,ShelterInPlace,True
48377,2020-04-07,ShelterInPlace,False
13115,2020-04-07,ShelterInPlace,False
29179,2020-04-07,ShelterInPlace,True
47093,2020-04-07,ShelterInPlace,False
47157,2020-04-07,ShelterInPlace,False
13227,2020-04-07,ShelterInPlace,False
48011,2020-04-07,ShelterInPlace,True
32000,2020-04-07,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
13015,2020-04-07,ShelterInPlace,False
48045,2020-04-07,ShelterInPlace,True
45000,2020-04-07,ShelterInPlace,True
48221,2020-04-07,ShelterInPlace,False
23000,2020-04-07,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
13087,2020-04-07,ShelterInPlace,False
47125,2020-04-08,ShelterInPlace,False
02230,2020-04-08,ShelterInPlace,False
48257,2020-04-08,ShelterInPlace,False
48055,2020-04-08,ShelterInPlace,False
48179,2020-04-08,ShelterInPlace,False
48059,2020-04-08,ShelterInPlace,True
34000,2020-04-08,MandateFaceMaskUseByAllIndividualsInPublicFacingBusinesses,True
34000,2020-04-08,MandateFaceMaskUseByAllIndividualsInPublicSpaces,True
48099,2020-04-08,ShelterInPlace,True
37021,2020-04-09,ShelterInPlace,False
12095,2020-04-09,ShelterInPlace,False
02000,2020-04-09,OrderFreezingUtilityShutOffs,True
48183,2020-04-09,ShelterInPlace,False
48471,2020-04-09,ShelterInPlace,True
12097,2020-04-09,ShelterInPlace,False
13057,2020-04-09,ShelterInPlace,False
06011,2020-04-10,ShelterInPlace,True
44000,2020-04-10,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
31000,2020-04-10,ShelterInPlace,True
48245,2020-04-10,ShelterInPlace,False
49000,2020-04-10,MandateFaceMaskUseByAllIndividualsInPublicSpaces,True
05000,2020-04-10,OrderFreezingUtilityShutOffs,True
48209,2020-04-10,ShelterInPlace,False
09000,2020-04-10,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
45089,2020-04-10,ShelterInPlace,False
28000,2020-04-10,AllowExpandMedicaidTelehealthCoverage,True
49000,2020-04-10,MandateFaceMaskUseByAllIndividualsInPublicFacingBusinesses,True
13097,2020-04-10,ShelterInPlace,False
09000,2020-04-10,RenterGracePeriodOrUseOfSecurityDepositToPayRent,True
02000,2020-04-10,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
49000,2020-04-10,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
13063,2020-04-12,ShelterInPlace,False
48313,2020-04-12,ShelterInPlace,False
13045,2020-04-12,ShelterInPlace,False
13135,2020-04-13,ShelterInPlace,False
48037,2020-04-13,ShelterInPlace,False
49035,2020-04-13,ShelterInPlace,False
34000,2020-04-13,OrderFreezingUtilityShutOffs,True
48353,2020-04-13,ShelterInPlace,False
49051,2020-04-14,ShelterInPlace,False
48365,2020-04-14,ShelterInPlace,False
20087,2020-04-14,ShelterInPlace,False
20155,2020-04-14,ShelterInPlace,False
06057,2020-04-15,ShelterInPlace,True
02100,2020-04-15,ShelterInPlace,False
15000,2020-04-15,AllowAudioOnlyTelehealth,True
46000,2020-04-15,AllowAudioOnlyTelehealth,True
13067,2020-04-15,ShelterInPlace,False
11000,2020-04-15,MandateFaceMaskUseByAllIndividualsInPublicFacingBusinesses,True
37067,2020-04-16,ShelterInPlace,False
